id,Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
1740,1999,05,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
1741,2013,04,META,VILLAVICENCIO,INUNDACION,0-500,500-600,25-30
1742,2011,07,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,300-400,20-25
1743,2011,05,CUNDINAMARCA,CHOCONTA,INUNDACION,2500-3000,100-200,10-15
1744,2011,09,BOYACA,OTANCHE,DESLIZAMIENTO,1000-1500,200-300,20-25
1745,2005,02,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,0-100,25-30
1746,2003,04,CAQUETA,EL DONCELLO,DESLIZAMIENTO,0-500,400-500,25-30
1747,2011,10,HUILA,LA PLATA,DESLIZAMIENTO,1000-1500,100-200,20-25
1748,2003,11,BOLIVAR,MONTECRISTO,INUNDACION,0-500,400-500,25-30
1749,2012,08,NORTE DE SANTANDER,ABREGO,INCENDIO FORESTAL,1000-1500,100-200,20-25
1750,2008,12,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
1751,2010,06,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,20-25
1752,2013,09,VALLE DEL CAUCA,TULUA,INCENDIO FORESTAL,2500-3000,0-100,10-15
1753,2012,04,MAGDALENA,PIVIJAY,INUNDACION,0-500,0-100,25-30
1754,2010,11,NARINO,LA UNION,DESLIZAMIENTO,2000-2500,200-300,10-15
1755,2010,11,NORTE DE SANTANDER,EL ZULIA,DESLIZAMIENTO,0-500,200-300,25-30
1756,2013,09,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
1757,2009,04,BOLIVAR,ARJONA,VENDAVAL,0-500,0-100,25-30
1758,1998,11,TOLIMA,AMBALEMA,INUNDACION,0-500,100-200,25-30
1759,2011,04,CASANARE,AGUAZUL,DESLIZAMIENTO,0-500,200-300,25-30
1760,2011,10,VALLE DEL CAUCA,LA UNION,INUNDACION,2000-2500,300-400,10-15
1761,2013,09,CUNDINAMARCA,SAN FRANCISCO,INCENDIO FORESTAL,2000-2500,0-100,10-15
1762,2011,04,META,VILLAVICENCIO,DESLIZAMIENTO,0-500,500-600,25-30
1763,2011,04,NORTE DE SANTANDER,PAMPLONA,DESLIZAMIENTO,2000-2500,100-200,15-20
1764,2008,05,TOLIMA,RIOBLANCO,DESLIZAMIENTO,1000-1500,200-300,20-25
1765,2012,11,BOYACA,NOBSA,INCENDIO FORESTAL,2500-3000,0-100,15-20
1766,2013,06,CASANARE,AGUAZUL,INUNDACION,0-500,400-500,25-30
1767,2010,11,BOYACA,SOGAMOSO,DESLIZAMIENTO,2500-3000,0-100,10-15
1768,2004,05,CASANARE,VILLANUEVA,INUNDACION,0-500,400-500,25-30
1769,2005,11,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
1770,2013,07,TOLIMA,IBAGUE,ACCIDENTE,500-1000,0-100,25-30
1771,2010,07,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
1772,2012,10,LA GUAJIRA,VILLANUEVA,INUNDACION,0-500,200-300,25-30
1773,2007,11,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
1774,2011,12,HUILA,BARAYA,DESLIZAMIENTO,1000-1500,0-100,20-25
1775,2012,02,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,100-200,25-30
1776,2004,11,TOLIMA,CAJAMARCA,INUNDACION,2000-2500,0-100,15-20
1777,2008,09,HUILA,SUAZA,INUNDACION,1000-1500,0-100,20-25
1778,1999,08,ANTIOQUIA,NECOCLI,AVALANCHA,0-500,200-300,25-30
1779,2012,09,TOLIMA,ESPINAL,INCENDIO FORESTAL,0-500,100-200,25-30
1780,2009,05,BOGOTA DC,BOGOTA DC,REMOCION EN MASA,2500-3000,0-100,10-15
1781,2013,05,LA GUAJIRA,FONSECA,INUNDACION,0-500,0-100,25-30
1782,2008,02,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,100-200,20-25
1783,2013,07,TOLIMA,GUAMO,TORMENTA ELECTRICA,0-500,0-100,25-30
1784,2012,04,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,100-200,15-20
1785,1998,07,CUNDINAMARCA,PUERTO SALGAR,CONTAMINACION,0-500,0-100,25-30
1786,2010,05,VALLE DEL CAUCA,ARGELIA,VENDAVAL,1500-2000,100-200,20-25
1787,2003,10,CHOCO,CONDOTO,VENDAVAL,0-500,600-700,25-30
1788,2011,06,NARINO,TANGUA,DESLIZAMIENTO,2500-3000,0-100,10-15
1789,2007,11,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
1790,1998,11,CAUCA,MERCADERES,DESLIZAMIENTO,500-1000,100-200,25-30
1791,2013,03,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
1792,2009,03,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,500-600,25-30
1793,2010,09,PUTUMAYO,VILLAGARZON,VENDAVAL,0-500,300-400,25-30
1794,2008,11,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,INUNDACION,0-500,100-200,25-30
1795,2009,04,CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
1796,2007,10,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
1797,2002,03,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
1798,2012,04,NORTE DE SANTANDER,PAMPLONA,TORMENTA ELECTRICA,2000-2500,100-200,15-20
1799,2004,05,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,100-200,25-30
1800,2012,02,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,0-100,15-20
1801,2012,12,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,100-200,15-20
1802,2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
1803,2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
1804,2011,04,NARINO,TUQUERRES,DESLIZAMIENTO,3000-3500,100-200,10-15
1805,2013,09,BOYACA,OTANCHE,ACCIDENTE DE TRANSITO,1000-1500,200-300,20-25
1806,2010,01,VALLE DEL CAUCA,ARGELIA,SISMO,1500-2000,0-100,20-25
1807,2010,11,VALLE DEL CAUCA,YUMBO,DESLIZAMIENTO,1500-2000,100-200,20-25
1808,2012,06,ANTIOQUIA,VENECIA,INUNDACION,1500-2000,200-300,20-25
1809,2004,11,LA GUAJIRA,DIBULLA,INUNDACION,0-500,200-300,25-30
1810,2010,12,NARINO,LA UNION,INUNDACION,2000-2500,100-200,10-15
1811,2013,04,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
1812,2000,04,NARINO,PASTO,INUNDACION,2500-3000,100-200,10-15
1813,2010,11,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
1814,2011,08,ARAUCA,TAME,INUNDACION,0-500,200-300,25-30
1815,2012,07,PUTUMAYO,SAN FRANCISCO,DESLIZAMIENTO,2000-2500,0-100,10-15
1816,1998,07,CORDOBA,MONTELIBANO,INUNDACION,0-500,300-400,25-30
1817,2010,01,LA GUAJIRA,MANAURE,SISMO,0-500,0-100,25-30
1818,2012,03,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,100-200,15-20
1819,2012,08,QUINDIO,ARMENIA,INCENDIO FORESTAL,1000-1500,0-100,20-25
1820,2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
1821,2013,05,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
1822,2013,06,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
1823,2008,03,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
1824,2011,02,CUNDINAMARCA,FUSAGASUGA,DESLIZAMIENTO,1000-1500,100-200,20-25
1825,2013,06,CHOCO,SAN JOSE DEL PALMAR,ACCIDENTE DE TRANSITO,1000-1500,200-300,20-25
1826,2007,12,NARINO,PASTO,DESLIZAMIENTO,2500-3000,0-100,10-15
1827,2007,04,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
1828,2012,07,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
1829,2011,11,ANTIOQUIA,TAMESIS,INUNDACION,1000-1500,200-300,20-25
1830,2011,09,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,600-700,25-30
1831,2010,11,NARINO,SAMANIEGO,DESLIZAMIENTO,1500-2000,100-200,15-20
1832,2008,11,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,100-200,20-25
1833,1998,10,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
1834,2011,12,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,100-200,25-30
1835,2009,04,NARINO,TUQUERRES,DESLIZAMIENTO,3000-3500,100-200,10-15
1836,2010,03,TOLIMA,IBAGUE,VENDAVAL,500-1000,100-200,25-30
1837,2012,09,TOLIMA,PRADO,INCENDIO FORESTAL,0-500,100-200,25-30
1838,2008,02,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,0-100,20-25
1839,2012,04,NORTE DE SANTANDER,CHINACOTA,DESLIZAMIENTO,1000-1500,100-200,20-25
1840,2006,03,CAUCA,CAJIBIO,VENDAVAL,1500-2000,200-300,15-20
1841,2012,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
1842,2004,11,SANTANDER,LEBRIJA,INUNDACION,1000-1500,100-200,20-25
1843,2010,04,META,MESETAS,INUNDACION,500-1000,300-400,20-25
1844,2006,11,ANTIOQUIA,BELLO,DESLIZAMIENTO,1000-1500,100-200,20-25
1845,2012,11,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,100-200,20-25
1846,2012,08,NARINO,PASTO,INCENDIO FORESTAL,2500-3000,100-200,10-15
1847,2013,04,BOYACA,MONIQUIRA,INUNDACION,1500-2000,200-300,15-20
1848,2010,12,CORDOBA,LORICA,INUNDACION,0-500,0-100,25-30
1849,2009,07,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
1850,1999,03,HUILA,IQUIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
1851,2011,06,SANTANDER,CHIMA,DESLIZAMIENTO,1000-1500,200-300,20-25
1852,2011,04,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1500-2000,200-300,15-20
1853,1998,09,NORTE DE SANTANDER,ABREGO,INUNDACION,1000-1500,200-300,20-25
1854,2012,03,SANTANDER,PALMAR,VENDAVAL,500-1000,100-200,25-30
1855,2012,03,LA GUAJIRA,MAICAO,INCENDIO FORESTAL,0-500,0-100,25-30
1856,2013,05,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,200-300,20-25
1857,2013,05,NORTE DE SANTANDER,TIBU,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
1858,2009,04,META,VILLAVICENCIO,VENDAVAL,0-500,500-600,25-30
1859,2011,10,HUILA,TELLO,AVALANCHA,1000-1500,200-300,20-25
1860,2011,11,CUNDINAMARCA,SUBACHOQUE,INUNDACION,2500-3000,0-100,10-15
1861,2011,06,RISARALDA,PEREIRA,COLAPSO,1000-1500,100-200,20-25
1862,2012,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
1863,2009,10,CUNDINAMARCA,SAN FRANCISCO,VENDAVAL,2000-2500,100-200,10-15
1864,2010,11,TOLIMA,CAJAMARCA,INUNDACION,2000-2500,0-100,15-20
1865,1998,01,NORTE DE SANTANDER,PAMPLONA,INC.FORESTAL,2000-2500,0-100,10-15
1866,2011,07,ANTIOQUIA,CALDAS,DESLIZAMIENTO,1500-2000,100-200,15-20
1867,2011,08,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
1868,2011,01,BOLIVAR,PINILLOS,INUNDACION,0-500,0-100,25-30
1869,2007,08,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
1870,2008,05,TOLIMA,HONDA,INUNDACION,0-500,100-200,25-30
1871,2003,10,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
1872,2011,04,CESAR,SAN MARTIN,INUNDACION,0-500,300-400,25-30
1873,2005,05,VALLE DEL CAUCA,BOLIVAR,DESLIZAMIENTO,2000-2500,100-200,15-20
1874,2009,12,NARINO,TAMINANGO,SEQUIA,1500-2000,100-200,15-20
1875,2011,09,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
1876,2013,10,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
1877,2013,09,CUNDINAMARCA,TENJO,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
1878,2012,07,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
1879,2011,07,BOYACA,SOCOTA,COLAPSO,3500-4000,400-500,5-10
1880,2012,02,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
1881,2004,08,ANTIOQUIA,VALDIVIA,VENDAVAL,1000-1500,400-500,20-25
1882,1999,09,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,100-200,25-30
1883,2010,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
1884,2009,10,CALDAS,ANSERMA,VENDAVAL,1500-2000,200-300,15-20
1885,2011,11,PUTUMAYO,MOCOA,VENDAVAL,500-1000,200-300,20-25
1886,2008,05,HUILA,COLOMBIA,INUNDACION,1000-1500,200-300,15-20
